model,landscape,replicate,train distance,cv_fold,data_split,pearson_r,r2,mse_loss,train_epochs
transformer,gb1,r0,train distance 1,0,test_dist3,0.02469528037338719,-1.9067709956147727,0.24716447293758392,
transformer,gb1,r0,train distance 1,0,test_dist4,0.012253008677462901,-1.0184749007931666,0.3890585129459699,
transformer,gb1,r0,train distance 2,0,train,0.06548372462423903,-0.04652946242797129,0.005316643510013819,1.0
transformer,gb1,r0,train distance 2,0,test_dist1,0.0413119843661299,-7.930736117315851,4.2195068090222776e-05,
transformer,gb1,r0,train distance 2,0,test_dist2,0.05556942025512667,-0.02471024121972243,0.014044705778360367,
transformer,gb1,r0,train distance 2,0,test_dist3,0.05767628109402998,-0.022793227576528574,0.08947264651457469,
transformer,gb1,r0,train distance 2,0,test_dist4,0.05760205779989123,-0.04406757537195016,0.20110466703772545,
transformer,gb1,r0,train distance 3,0,train,0.5362748025273854,-0.15562210303285418,0.08437691070139408,1.0
transformer,gb1,r0,train distance 3,0,test_dist1,-0.13584360768307707,-7175.297083667043,0.033905863761901855,
transformer,gb1,r0,train distance 3,0,test_dist2,0.5257250096525662,-2.0186807032458263,0.04137411713600159,
transformer,gb1,r0,train distance 3,0,test_dist3,0.5740950485215162,-0.09025094128332589,0.09337604542573293,
transformer,gb1,r0,train distance 3,0,test_dist4,0.4726119695752113,-0.060162104676418915,0.20428505291541418,
transformer,gb1,r0,train distance 4,0,train,0.6757053677691045,0.4335208808934041,0.08710873404801903,1.0
transformer,gb1,r0,train distance 4,0,test_dist1,0.6491845596362813,-35.13316978045149,0.0001707184565020725,
transformer,gb1,r0,train distance 4,0,test_dist2,0.748234068280767,0.42499603110320594,0.007881018333137035,
transformer,gb1,r0,train distance 4,0,test_dist3,0.6647295782299669,0.4223775021329773,0.05029573539892832,
transformer,gb1,r0,train distance 4,0,test_dist4,0.7101767729477475,0.460838077890248,0.10372818013032277,
ulstm,gb1,r0,train distance 1,0,train,0.050869290111267645,-19.632888176444787,0.00036356429336592555,1.0
ulstm,gb1,r0,train distance 1,0,test_dist1,0.22670928167327953,-59.697263203338395,0.00028677648515440524,
ulstm,gb1,r0,train distance 1,0,test_dist2,-0.005895101235513026,-0.07266622684544366,0.014701991342008114,
ulstm,gb1,r0,train distance 1,0,test_dist3,0.010664173848373409,-0.04731766838640783,0.09158447136481603,
ulstm,gb1,r0,train distance 1,0,test_dist4,0.06173001347542592,-0.06556797905727607,0.20526563252011934,
ulstm,gb1,r0,train distance 2,0,train,0.3888518077071938,-0.001732999185775519,0.005089066457003355,1.0
ulstm,gb1,r0,train distance 2,0,test_dist1,0.18636077639213236,-236.13932103375345,0.0011204126058146358,
ulstm,gb1,r0,train distance 2,0,test_dist2,0.17993652210689157,-0.0031357215260534588,0.01374900434166193,
ulstm,gb1,r0,train distance 2,0,test_dist3,0.23299596038867776,0.029272845474002107,0.08487253884474437,
ulstm,gb1,r0,train distance 2,0,test_dist4,0.29511010021036266,0.016997276407480055,0.18932423616449037,
ulstm,gb1,r0,train distance 3,0,train,0.648313652076141,0.4063285775199478,0.04297329508699477,1.0
ulstm,gb1,r0,train distance 3,0,test_dist1,-0.4429247885784053,-94.46395666686635,0.0004510387370828539,
ulstm,gb1,r0,train distance 3,0,test_dist2,0.707049126499863,0.47642100714574154,0.0071761878207325935,
ulstm,gb1,r0,train distance 3,0,test_dist3,0.6820817796205114,0.44558667140515185,0.04793390755852064,
ulstm,gb1,r0,train distance 3,0,test_dist4,0.6177534900816768,0.34964321076384897,0.12530164110163847,
ulstm,gb1,r0,train distance 4,0,train,0.8583056338929861,0.7330423409259288,0.04097477163551217,1.0
ulstm,gb1,r0,train distance 4,0,test_dist1,-0.1523357137296275,-39.89353437530253,0.00019320976571179926,
ulstm,gb1,r0,train distance 4,0,test_dist2,0.9103058289991401,0.7937070079478366,0.00282745691947639,
ulstm,gb1,r0,train distance 4,0,test_dist3,0.8768067910595148,0.7663276910074165,0.020924806284407776,
ulstm,gb1,r0,train distance 4,0,test_dist4,0.8592899630722893,0.7338873940286719,0.05124319748332103,
