model,landscape,replicate,fixed_site,data_split,pearson_r,r2,mse_loss,train_epochs
mlp,k1,r0,3,F,0.999429743564808,0.9988500475883484,1.5279932995326817e-05,
mlp,k1,r0,4,train,0.9997614074751614,0.999504804611206,9.924515133637835e-06,
mlp,k1,r0,4,E,0.9997674635195376,0.9994760155677797,1.1398959941288922e-05,
mlp,k1,r0,4,D,0.9998019488622646,0.9995580315589904,8.597861778980587e-06,
mlp,k1,r0,4,G,0.9997224712077164,0.999407947063446,1.1357505172782112e-05,
mlp,k1,r0,4,C,0.9997175119075064,0.9994282126426696,9.789228897716384e-06,
mlp,k1,r0,4,F,0.9997182567430782,0.9994327425956726,1.0607582225929946e-05,
mlp,k1,r0,5,train,0.9996516914763024,0.999173641204834,1.6520348684647807e-05,
mlp,k1,r0,5,E,0.9996496320986484,0.9991422295570374,1.3764497452939397e-05,
mlp,k1,r0,5,D,0.9995861839266558,0.9991518259048462,1.767577305145096e-05,
mlp,k1,r0,5,G,0.9996868664317184,0.9992338418960572,1.24556572700385e-05,
mlp,k1,r0,5,C,0.9996828339252266,0.99931800365448,1.6104475434985943e-05,
mlp,k1,r0,5,F,0.9996605889500608,0.9988850951194764,2.0816198230022565e-05,
mlp,k1,r5,0,train,0.9997012464743936,0.9993848204612732,1.2684100750591729e-05,
mlp,k1,r5,0,E,0.9996591994923862,0.9993076324462892,1.4595819266105536e-05,
mlp,k1,r5,0,D,0.9996988782088848,0.9993852376937866,1.1987878679065034e-05,
mlp,k1,r5,0,G,0.9997400576073532,0.999453604221344,1.2481982594181318e-05,
mlp,k1,r5,0,C,0.9996446169132878,0.9992084503173828,1.4163484593154864e-05,
mlp,k1,r5,0,F,0.999674206242619,0.9992992281913756,1.4161803846945986e-05,
mlp,k1,r5,1,train,0.9995692035409516,0.9991372227668762,1.7762684843833804e-05,
mlp,k1,r5,1,E,0.9994270857294372,0.9988136887550354,2.1195215595071204e-05,
mlp,k1,r5,1,D,0.999584188878332,0.9991649985313416,1.912193329189904e-05,
mlp,k1,r5,1,G,0.999508488100828,0.9990081191062928,1.954814069904387e-05,
mlp,k1,r5,1,C,0.9994933443554171,0.9988324642181396,1.850386797741521e-05,
mlp,k1,r5,1,F,0.999568369631773,0.9991096258163452,1.920693102874793e-05,
mlp,k1,r5,2,train,0.999625509415585,0.9991723895072936,1.7152675737681994e-05,
mlp,k1,r5,2,E,0.999684169057016,0.9989649057388306,1.942570088431239e-05,
mlp,k1,r5,2,D,0.9995435407571563,0.9990766644477844,1.542914833407849e-05,
mlp,k1,r5,2,G,0.9995878963523674,0.999135673046112,1.5867961337789893e-05,
mlp,k1,r5,2,C,0.9994556189337428,0.998784363269806,1.7651505913818255e-05,
mlp,k1,r5,2,F,0.9997315434726032,0.9992340803146362,2.0596464310074225e-05,
mlp,k1,r5,3,train,0.999578372792796,0.999155819416046,1.7373114037342785e-05,
mlp,k1,r5,3,E,0.9995725318403256,0.9988467693328856,1.9577497369027697e-05,
mlp,k1,r5,3,D,0.9995824570579064,0.9991357922554016,1.9044806322199292e-05,
mlp,k1,r5,3,G,0.9995317520038088,0.998976230621338,2.2042464479454793e-05,
mlp,k1,r5,3,C,0.999525262383798,0.9990167617797852,1.9928535039070994e-05,
mlp,k1,r5,3,F,0.9996087526077532,0.999140739440918,1.5911500668153167e-05,
mlp,k1,r5,4,train,0.9996689729579044,0.9992908835411072,1.4682152763462478e-05,
mlp,k1,r5,4,E,0.999548843635654,0.9988989233970642,1.5611831258866005e-05,
mlp,k1,r5,4,D,0.9996387918090548,0.9991427063941956,1.455082110624062e-05,
mlp,k1,r5,4,G,0.9996965353672208,0.9993467926979064,1.2179282748547848e-05,
mlp,k1,r5,4,C,0.9996511066290704,0.9993009567260742,1.567505023558624e-05,
mlp,k1,r5,4,F,0.9996169548113376,0.999157726764679,1.5391469787573442e-05,
mlp,k1,r5,5,train,0.9996684779121036,0.999280333518982,1.4769519734009487e-05,
mlp,k1,r5,5,E,0.999636146531709,0.9992308020591736,1.3347748790693004e-05,
mlp,k1,r5,5,D,0.9996844277381294,0.9992662668228148,1.5466594049939886e-05,
mlp,k1,r5,5,G,0.9996355003013278,0.9992240071296692,1.5333471310441382e-05,
mlp,k1,r5,5,C,0.9997014447955674,0.9993550181388856,1.3586004570242949e-05,
mlp,k1,r5,5,F,0.9996355827951062,0.9989792704582214,2.037301419477444e-05,
mlp,k1,r6,0,train,0.9996756088955144,0.99931138753891,1.4888459669524118e-05,
mlp,k1,r6,0,E,0.9996159841111883,0.999169111251831,1.1218537110835314e-05,
mlp,k1,r6,0,D,0.9997682090346872,0.9993916153907776,1.884620542114135e-05,
mlp,k1,r6,0,G,0.9996959652057448,0.9993844628334044,1.0871340236917604e-05,
mlp,k1,r6,0,C,0.9996750603197336,0.9993475079536438,1.2661688742809927e-05,
mlp,k1,r6,0,F,0.9996624680156184,0.9989266991615297,2.203154690505471e-05,
mlp,k1,r6,1,train,0.9995027967402474,0.9989407062530518,2.2808236520320764e-05,
mlp,k1,r6,1,E,0.9994713554651362,0.998891830444336,2.1822093913215213e-05,
mlp,k1,r6,1,D,0.9995115625506952,0.9988412857055664,2.513392610126175e-05,
mlp,k1,r6,1,G,0.9994892605400374,0.9988209009170532,2.3555903680971824e-05,
mlp,k1,r6,1,C,0.9995817849308496,0.9990970492362976,2.04735897568753e-05,
mlp,k1,r6,1,F,0.9994048897691724,0.9987861514091492,2.779561145871412e-05,
mlp,k1,r6,2,train,0.9995756516761248,0.9990742206573486,2.0066448996658437e-05,
mlp,k1,r6,2,E,0.9995357585110564,0.9990546107292176,1.7690066670184024e-05,
mlp,k1,r6,2,D,0.99954664635978,0.9989787340164183,2.2308031475404277e-05,
mlp,k1,r6,2,G,0.9995508459268494,0.9989771246910096,1.8344951968174428e-05,
mlp,k1,r6,2,C,0.9995266546077742,0.9989234805107116,2.033260534517467e-05,
mlp,k1,r6,2,F,0.9995903294959656,0.9989150762557985,2.6976649678545073e-05,
mlp,k1,r6,3,train,0.9995381530347498,0.9990365505218506,2.0910330070029503e-05,
mlp,k1,r6,3,E,0.9996104656581648,0.998776912689209,2.7311125450069085e-05,
mlp,k1,r6,3,D,0.9993974293442872,0.998586893081665,2.557130756031256e-05,
mlp,k1,r6,3,G,0.9995422777614584,0.9990537762641908,1.7951717381947674e-05,
mlp,k1,r6,3,C,0.99935502919317,0.9986888766288756,2.0280478565837257e-05,
mlp,k1,r6,3,F,0.9995865594422224,0.9991469383239746,1.9649960449896753e-05,
mlp,k1,r6,4,train,0.9996932066786852,0.9991880059242249,1.7545415798131696e-05,
mlp,k1,r6,4,E,0.9997122553959384,0.9986169338226318,2.744224366324488e-05,
mlp,k1,r6,4,D,0.9996615621256396,0.999216377735138,1.6722424334147945e-05,
mlp,k1,r6,4,G,0.9996879141151288,0.9992945790290833,1.4556428141077047e-05,
mlp,k1,r6,4,C,0.9996921530849378,0.999161183834076,1.794106538000051e-05,
mlp,k1,r6,4,F,0.9996890141940328,0.9991930723190308,1.822751983127091e-05,
mlp,k1,r6,5,train,0.9992252569437194,0.9984453916549684,3.334035758789947e-05,
mlp,k1,r6,5,E,0.999264376349928,0.998527467250824,3.6551165976561606e-05,
mlp,k1,r6,5,D,0.998969553481885,0.9977419376373292,4.20354372181464e-05,
mlp,k1,r6,5,G,0.9991713224732024,0.9983320236206056,3.009472493431531e-05,
mlp,k1,r6,5,C,0.9992456866398092,0.9984359741210938,3.6574783734977245e-05,
mlp,k1,r6,5,F,0.9991259166403276,0.9981042742729188,3.896380076184869e-05,
mlp,k1,r4,0,train,0.999673461740321,0.9991347193717957,1.9770942296753147e-05,
